BuybackID,CustomerID,ItemID,WeightGram,BuybackRate,AmountPaid,Date,BranchID
1495,646,42,29.68,46.15,1369.73,2024-07-28,5
1496,908,15,25.41,37.59,955.16,2024-08-02,4
1497,3,89,23.33,55.87,1303.45,2024-08-31,2
1498,660,75,7.41,40.38,299.22,2024-11-15,2
1499,103,66,48.12,38.67,1860.8,2024-06-01,4
1500,70,45,9.15,48.32,442.13,2024-10-13,4
1501,610,52,45.11,37.29,1682.15,2024-05-07,4
1502,710,1,31.01,45.57,1413.13,2024-07-18,5
1503,895,65,3.6,52.91,190.48,2024-07-29,5
1504,839,39,28.11,45.66,1283.5,2024-07-12,3
1505,17,71,49.08,38.7,1899.4,2025-03-16,5
1506,359,45,44.56,51.3,2285.93,2024-04-05,2
1507,308,61,8.93,54.67,488.2,2025-02-02,3
1508,665,10,36.61,51.78,1895.67,2024-08-20,1
1509,276,46,7.62,50.58,385.42,2025-02-28,1
1510,597,96,11.11,46.89,520.95,2024-07-26,4
1511,350,28,38.21,56.2,2147.4,2024-05-25,3
1512,411,31,47.19,50.85,2399.61,2024-08-10,1
1513,82,45,30.35,48.28,1465.3,2024-04-28,4
1514,374,88,36.65,52.77,1934.02,2024-10-17,3
1515,445,70,10.76,50.86,547.25,2024-10-18,1
1516,913,98,38.68,56.86,2199.34,2025-02-14,2
1517,150,24,32.81,57.27,1879.03,2024-11-13,5
1518,22,37,13.54,36.17,489.74,2024-09-11,2
1519,264,46,16.61,58.97,979.49,2024-12-04,4
1520,933,68,31.52,52.67,1660.16,2025-03-27,5
1521,713,3,5.72,41.72,238.64,2024-12-09,5
1522,310,20,18.31,50.58,926.12,2025-02-28,3
1523,377,71,26.87,46.6,1252.14,2024-05-29,4
1524,216,41,1.36,50.62,68.84,2025-01-23,1
1525,188,83,6.56,40.1,263.06,2024-07-30,2
1526,322,97,12.49,54.59,681.83,2024-10-31,1
1527,247,49,7.76,43.75,339.5,2024-12-24,1
1528,7,84,45.97,51.38,2361.94,2025-03-11,5
1529,189,8,47.31,55.42,2621.92,2025-01-03,2
1530,597,59,44.56,46.08,2053.32,2024-06-23,1
1531,398,66,26.37,35.05,924.27,2025-02-01,5
1532,140,19,18.16,53.86,978.1,2024-04-06,2
1533,698,61,46.95,43.78,2055.47,2024-09-07,1
1534,874,2,1.31,40.75,53.38,2024-11-02,2
1535,552,82,48.49,48.6,2356.61,2024-07-21,5
1536,719,18,40.51,36.24,1468.08,2024-10-13,3
1537,584,99,41.37,54.87,2269.97,2025-03-15,1
1538,372,66,35.42,36.16,1280.79,2024-08-01,2
1539,398,1,25.35,40.59,1028.96,2024-05-27,5
1540,6,20,35.5,58.43,2074.26,2025-01-20,3
1541,805,83,6.02,37.24,224.18,2024-05-15,2
1542,428,82,40.79,51.78,2112.11,2024-08-20,2
1543,405,19,22.97,43.56,1000.57,2024-11-07,2
1544,554,83,43.67,45.82,2000.96,2024-04-16,2
1545,682,8,25.11,47.04,1181.17,2025-01-10,3
1546,338,81,20.51,56.02,1148.97,2024-09-27,1
1547,521,55,7.5,43.56,326.7,2024-04-11,3
1548,635,95,26.19,53.86,1410.59,2025-03-31,4
1549,387,42,11.74,45.11,529.59,2024-10-19,5
1550,299,99,6.47,52.24,337.99,2024-04-29,5
1551,323,54,46.65,39.06,1822.15,2025-03-04,1
1552,824,92,1.51,47.14,71.18,2025-01-15,2
1553,908,86,38.17,41.5,1584.06,2024-12-22,1
1554,678,13,4.96,54.71,271.36,2024-04-20,2
1555,561,61,7.45,54.76,407.96,2024-04-23,3
1556,238,14,38.33,55.27,2118.5,2024-05-24,5
1557,182,82,10.99,47.71,524.33,2024-10-10,5
1558,122,98,40.88,56.74,2319.53,2024-09-08,4
1559,794,46,10.68,49.43,527.91,2024-06-10,1
1560,678,96,39.31,47.27,1858.18,2024-06-01,2
1561,488,5,38.12,55.58,2118.71,2024-09-26,4
1562,829,89,33.87,48.14,1630.5,2024-07-06,3
1563,317,36,38.72,50.98,1973.95,2025-01-02,3
1564,521,78,28.51,57.95,1652.15,2025-03-06,1
1565,536,89,35.74,54.5,1947.83,2025-01-24,1
1566,855,86,44.11,43.56,1921.43,2024-11-07,3
1567,253,29,45.48,55.6,2528.69,2025-01-02,3
1568,172,5,3.81,57.65,219.65,2025-03-30,4
1569,818,45,44.08,59.4,2618.35,2024-10-02,3
1570,406,23,49.46,47.47,2347.87,2024-09-21,5
1571,484,14,27.03,50.45,1363.66,2024-05-31,1
1572,500,54,2.87,43.39,124.53,2024-05-02,2
1573,146,29,16.08,51.09,821.53,2024-08-12,3
1574,473,24,10.44,57.18,596.96,2024-09-30,5
1575,433,42,44.92,38.21,1716.39,2024-05-01,5
1576,902,89,28.52,49.94,1424.29,2024-04-14,2
1577,575,11,13.89,48.6,675.05,2024-07-21,2
1578,219,80,26.35,54.15,1426.85,2024-04-13,4
1579,597,89,4.54,46.43,210.79,2024-08-11,1
1580,735,3,15.36,50.9,781.82,2025-02-21,4
1581,307,56,41.03,51.95,2131.51,2024-12-07,2
1582,913,25,33.11,62.99,2085.6,2025-01-27,3
1583,275,28,46.18,53.6,2475.25,2024-09-05,1
1584,986,79,21.52,49.64,1068.25,2024-04-13,1
1585,295,52,44.18,41.0,1811.38,2024-09-17,3
1586,217,44,18.35,51.09,937.5,2024-08-12,3
1587,298,97,33.35,44.21,1474.4,2024-09-11,4
1588,680,20,29.67,48.32,1433.65,2024-10-13,4
1589,877,59,26.79,36.17,968.99,2024-09-11,4
1590,965,62,15.46,41.71,644.84,2025-01-02,2
1591,533,6,8.57,46.85,401.5,2024-11-13,4
1592,873,4,43.09,60.69,2615.13,2024-04-24,2
1593,157,10,31.64,46.78,1480.12,2024-07-19,4
1594,28,16,7.23,55.42,400.69,2025-01-03,1
1595,928,21,14.5,48.8,707.6,2024-06-22,2
1596,417,13,20.13,46.07,927.39,2025-03-21,1
1597,521,42,6.41,47.23,302.74,2025-02-16,3
1598,745,75,22.82,40.72,929.23,2024-06-15,3
1599,599,44,25.99,51.16,1329.65,2024-07-26,4
1600,833,91,45.71,51.23,2341.72,2024-05-12,3
1601,792,22,37.28,57.95,2160.38,2025-03-06,2
1602,789,57,8.38,51.34,430.23,2024-09-27,1
1603,74,3,39.38,48.52,1910.72,2024-06-19,5
1604,753,62,41.98,42.74,1794.23,2024-04-29,3
1605,976,55,34.68,33.97,1178.08,2024-05-17,5
1606,367,18,5.7,37.24,212.27,2024-05-15,3
1607,561,58,6.18,36.18,223.59,2025-02-09,3
1608,61,12,44.27,58.14,2573.86,2024-12-28,3
1609,334,28,30.55,53.76,1642.37,2024-12-13,1
1610,100,97,11.11,45.68,507.5,2024-06-14,5
1611,924,84,48.07,41.75,2006.92,2025-02-07,1
1612,300,22,45.57,55.3,2520.02,2024-05-09,3
1613,873,23,26.34,41.54,1094.16,2024-11-28,5
1614,222,4,36.16,50.11,1811.98,2024-09-20,5
1615,4,68,1.58,47.22,74.61,2024-05-10,4
1616,781,98,20.9,54.82,1145.74,2024-09-23,3
1617,506,99,47.91,50.66,2427.12,2024-05-24,1
1618,166,96,15.87,43.49,690.19,2024-10-28,3
1619,261,83,28.07,36.37,1020.91,2025-01-09,4
1620,883,88,17.47,43.24,755.4,2024-12-17,4
1621,927,48,13.17,46.07,606.74,2024-08-18,2
1622,283,12,4.84,54.12,261.94,2024-05-27,3
1623,928,3,28.13,53.78,1512.83,2024-11-06,4
1624,720,7,41.28,39.48,1629.73,2024-08-22,2
1625,969,44,3.29,62.99,207.24,2025-01-27,5
1626,315,20,26.46,58.28,1542.09,2025-01-06,3
1627,509,48,6.1,44.5,271.45,2025-03-09,4
1628,991,48,41.5,40.1,1664.15,2024-07-30,1
1629,620,52,41.16,39.92,1643.11,2024-08-23,4
1630,728,32,29.7,54.7,1624.59,2024-05-23,5
1631,513,60,1.15,43.76,50.32,2024-07-10,4
1632,193,49,30.98,44.76,1386.66,2024-05-23,4
1633,241,69,11.46,42.36,485.45,2025-01-17,1
1634,579,6,37.57,34.13,1282.26,2024-12-09,3
1635,166,7,8.71,45.66,397.7,2024-07-12,3
1636,931,46,27.52,48.32,1329.77,2024-10-13,4
1637,713,79,24.5,44.2,1082.9,2024-08-01,2
1638,448,42,26.99,40.16,1083.92,2024-11-26,4
1639,623,39,38.08,42.04,1600.88,2025-03-11,4
1640,936,82,24.98,45.39,1133.84,2024-04-07,3
1641,509,71,47.22,43.24,2041.79,2025-03-30,3
1642,303,83,27.54,38.48,1059.74,2024-04-05,2
1643,815,36,16.53,49.36,815.92,2025-03-31,1
1644,629,76,16.54,50.88,841.56,2025-03-12,4
1645,781,45,42.85,62.55,2680.27,2024-04-25,3
1646,389,31,27.22,48.45,1318.81,2024-11-20,4
1647,848,3,36.22,51.89,1879.46,2025-03-17,2
1648,855,41,17.2,60.76,1045.07,2024-07-18,1
1649,890,87,31.96,57.1,1824.92,2024-06-20,2
1650,534,24,45.42,54.19,2461.31,2024-08-06,2
1651,174,75,38.83,45.07,1750.07,2025-01-16,4
1652,840,65,12.09,59.63,720.93,2024-10-22,3
1653,264,41,48.32,50.95,2461.9,2025-01-21,4
1654,144,21,40.25,62.14,2501.14,2024-08-08,4
1655,540,51,26.66,56.96,1518.55,2024-10-21,1
1656,829,16,7.62,59.08,450.19,2024-07-24,1
1657,900,12,15.69,55.2,866.09,2024-06-09,3
1658,179,13,6.75,43.49,293.56,2024-10-28,1
1659,135,3,40.03,57.73,2310.93,2025-02-16,5
1660,874,32,5.85,46.4,271.44,2024-11-01,4
1661,712,36,5.68,56.95,323.48,2024-05-04,5
1662,201,45,46.54,47.04,2189.24,2025-01-10,2
1663,978,24,43.71,53.04,2318.38,2024-04-12,3
1664,984,33,40.79,56.02,2285.06,2024-09-27,5
1665,79,64,45.14,60.71,2740.45,2024-06-26,4
1666,411,42,13.7,41.59,569.78,2024-06-07,1
1667,957,47,45.42,54.7,2484.47,2024-05-23,3
1668,825,77,19.88,45.55,905.53,2025-02-07,2
1669,984,90,19.29,33.96,655.09,2024-12-22,4
1670,268,24,27.2,54.72,1488.38,2024-04-18,3
1671,691,9,3.35,39.48,132.26,2024-08-22,5
1672,651,81,2.26,55.58,125.61,2024-09-26,5
1673,444,87,6.92,62.79,434.51,2024-09-19,3
1674,711,55,47.64,42.04,2002.79,2025-03-11,1
1675,945,34,37.48,50.45,1890.87,2024-05-31,3
1676,185,27,20.72,57.64,1194.3,2025-01-07,1
1677,49,73,46.21,46.74,2159.86,2024-07-20,3
1678,777,42,48.88,35.05,1713.24,2025-02-01,1
1679,421,45,21.14,48.67,1028.88,2024-11-17,3
1680,910,14,47.18,46.52,2194.81,2024-04-03,1
1681,83,78,36.94,62.47,2307.64,2024-11-13,4
1682,541,27,28.84,54.51,1572.07,2024-06-28,4
1683,115,11,45.08,61.1,2754.39,2024-04-16,5
1684,69,33,9.71,53.17,516.28,2024-08-09,1
1685,666,2,42.31,41.69,1763.9,2024-09-26,2
1686,168,61,45.99,51.11,2350.55,2024-10-26,5
1687,987,99,31.05,56.72,1761.16,2024-06-05,2
1688,290,78,3.32,54.5,180.94,2025-01-24,1
1689,943,38,29.65,43.94,1302.82,2024-11-21,1
1690,812,15,11.13,39.06,434.74,2025-03-04,4
1691,836,91,21.88,58.34,1276.48,2024-07-10,3
1692,837,6,9.87,43.11,425.5,2024-10-14,2
1693,170,17,28.66,56.23,1611.55,2024-12-23,5
1694,532,13,41.44,54.14,2243.56,2025-01-12,3
1695,679,14,11.21,60.91,682.8,2024-09-01,3
1696,285,69,28.7,56.31,1616.1,2024-06-23,5
1697,291,13,49.64,54.38,2699.42,2025-03-09,1
1698,288,21,38.17,48.21,1840.18,2024-08-01,3
1699,330,9,42.29,42.88,1813.4,2025-02-22,4
1700,631,72,6.88,53.78,370.01,2024-11-06,2
1701,194,26,24.43,52.44,1281.11,2024-07-22,2
1702,702,88,15.62,46.74,730.08,2024-07-20,3
1703,378,97,9.98,56.19,560.78,2025-03-24,2
1704,457,81,48.28,51.09,2466.63,2025-02-08,5
1705,976,2,44.63,38.14,1702.19,2024-10-18,5
1706,871,21,33.84,57.92,1960.01,2025-03-10,3
1707,543,20,18.89,51.64,975.48,2025-03-01,2
1708,90,55,33.65,41.0,1379.65,2024-09-17,2
1709,540,41,36.62,51.54,1887.39,2025-03-05,4
1710,454,68,29.51,51.64,1523.9,2025-03-01,3
1711,924,41,39.7,50.49,2004.45,2024-11-14,3
1712,977,19,43.92,53.48,2348.84,2024-07-10,1
1713,763,65,14.25,52.64,750.12,2025-03-26,2
1714,965,55,23.53,37.29,877.43,2024-05-07,4
1715,870,68,35.72,59.08,2110.34,2024-07-24,3
1716,942,12,7.23,45.29,327.45,2024-05-17,4
1717,427,42,43.99,36.0,1583.64,2024-08-16,2
1718,927,76,37.55,57.28,2150.86,2024-11-27,4
1719,310,88,24.5,45.63,1117.94,2024-09-12,5
1720,176,32,46.82,57.1,2673.42,2024-11-29,4
1721,200,94,3.74,51.79,193.69,2024-05-28,3
1722,750,66,15.79,36.8,581.07,2025-02-19,5
1723,150,89,5.23,57.94,303.03,2024-06-13,5
1724,408,74,6.33,44.73,283.14,2024-06-22,4
1725,724,29,16.81,55.6,934.64,2024-09-15,4
1726,409,30,39.56,48.12,1903.63,2024-04-15,3
1727,952,76,15.4,59.73,919.84,2025-01-30,2
1728,968,24,27.39,43.0,1177.77,2025-02-17,2
1729,322,63,8.31,46.07,382.84,2024-08-18,1
1730,355,5,25.83,45.59,1177.59,2024-05-18,1
1731,489,50,34.91,36.24,1265.14,2024-10-13,3
1732,229,83,13.05,33.96,443.18,2024-12-22,4
1733,64,66,22.52,40.81,919.04,2024-06-04,1
1734,885,72,49.26,47.91,2360.05,2024-12-26,4
1735,632,46,20.37,60.23,1226.89,2024-09-25,3
1736,402,64,3.27,55.74,182.27,2024-07-08,4
1737,423,83,8.11,37.33,302.75,2024-09-12,2
1738,304,49,44.1,34.7,1530.27,2025-03-03,5
1739,316,59,45.8,38.14,1746.81,2024-10-18,2
1740,884,49,35.32,37.58,1327.33,2025-01-22,1
1741,974,34,8.99,59.56,535.44,2024-10-31,3
1742,172,57,7.15,43.24,309.17,2024-12-17,2
1743,841,25,39.28,53.54,2103.05,2024-11-26,4
1744,700,76,1.25,56.02,70.03,2024-09-27,2
1745,136,63,37.06,41.7,1545.4,2024-09-15,2
1746,145,67,8.15,43.42,353.87,2024-09-03,3
1747,872,69,33.48,52.35,1752.68,2024-04-08,3
1748,86,58,20.08,41.9,841.35,2024-08-31,1
1749,687,83,20.8,40.38,839.9,2024-11-15,3
1750,868,8,31.14,47.8,1488.49,2024-12-08,5
1751,936,19,32.12,43.12,1385.01,2025-01-10,4
1752,855,69,12.66,42.4,536.78,2025-01-31,4
1753,297,23,8.66,48.74,422.09,2024-10-15,2
1754,279,16,19.58,51.37,1005.82,2025-02-10,2
1755,244,14,26.23,58.36,1530.78,2025-01-28,4
1756,424,74,28.32,54.71,1549.39,2024-04-20,3
1757,19,44,48.47,57.02,2763.76,2024-08-21,4
1758,944,74,49.06,51.61,2531.99,2024-05-30,5
1759,196,45,40.29,61.53,2479.04,2024-07-28,1
1760,832,29,45.77,47.27,2163.55,2024-11-16,1
1761,260,56,21.62,48.6,1050.73,2024-07-21,2
1762,125,42,19.83,39.2,777.34,2024-12-26,5
1763,411,77,36.1,55.41,2000.3,2024-07-11,1
1764,847,43,34.25,43.49,1489.53,2024-10-28,3
1765,929,24,14.8,53.76,795.65,2024-12-13,4
1766,317,93,40.43,49.87,2016.24,2024-05-16,4
1767,557,33,36.98,50.45,1865.64,2024-05-31,2
1768,894,29,17.38,56.3,978.49,2024-08-28,5
1769,62,80,22.31,62.14,1386.34,2024-10-21,3
1770,249,50,33.79,36.8,1243.47,2025-02-19,1
1771,142,62,38.22,43.39,1658.37,2024-04-12,4
1772,905,13,4.77,47.4,226.1,2024-06-16,5
1773,961,68,13.62,59.37,808.62,2024-11-19,2
1774,69,50,39.44,44.73,1764.15,2024-10-22,4
1775,18,87,4.59,54.51,250.2,2024-06-28,4
1776,516,85,24.66,44.77,1104.03,2024-04-20,3
1777,90,3,1.01,49.0,49.49,2024-12-18,3
1778,584,11,14.35,51.12,733.57,2024-04-04,3
1779,18,20,4.12,57.64,237.48,2025-01-07,2
1780,870,43,19.3,48.08,927.94,2025-01-26,4
1781,730,56,24.25,54.12,1312.41,2024-05-27,1
1782,881,54,4.03,46.6,187.8,2024-10-21,1
1783,369,88,11.03,46.84,516.65,2025-02-08,2
1784,131,89,22.83,46.03,1050.86,2024-08-27,4
1785,995,11,26.38,59.37,1566.18,2024-11-19,2
1786,585,12,17.63,52.07,917.99,2025-03-04,3
1787,367,8,19.52,52.34,1021.68,2025-01-04,4
1788,912,66,33.06,43.11,1425.22,2024-10-14,2
1789,9,97,7.46,49.82,371.66,2024-09-29,3
1790,689,77,37.21,55.74,2074.09,2024-07-08,1
1791,697,4,33.64,52.93,1780.57,2024-06-19,5
1792,803,3,29.51,46.4,1369.26,2025-01-23,3
1793,343,56,38.7,49.58,1918.75,2025-03-19,3
1794,57,33,10.45,60.4,631.18,2024-07-14,4
1795,564,58,35.49,41.0,1455.09,2024-09-17,3
1796,406,64,42.11,50.86,2141.71,2025-03-28,3
1797,831,12,43.46,51.74,2248.62,2024-04-22,4
1798,630,30,36.59,54.41,1990.86,2024-11-08,1
1799,843,55,15.97,34.24,546.81,2024-09-22,5
1800,624,52,19.57,46.46,909.22,2024-07-09,3
1801,63,96,48.18,48.5,2336.73,2024-07-29,4
1802,25,43,17.38,45.74,794.96,2024-09-16,2
1803,685,19,17.68,56.79,1004.05,2024-07-09,5
1804,717,99,26.32,55.21,1453.13,2024-09-25,1
1805,201,45,29.7,48.49,1440.15,2025-01-09,1
1806,2,24,2.42,48.26,116.79,2025-03-26,4
1807,360,62,7.09,41.57,294.73,2025-01-03,5
1808,960,42,38.17,36.1,1377.94,2024-07-06,5
1809,859,20,24.57,53.13,1305.4,2024-07-27,3
1810,935,81,47.89,62.47,2991.69,2024-11-12,5
1811,280,34,42.36,53.16,2251.86,2024-10-15,1
1812,263,20,36.47,47.63,1737.07,2024-08-24,4
1813,168,9,43.82,46.41,2033.69,2025-01-05,4
1814,765,60,7.72,42.37,327.1,2024-10-25,1
1815,897,21,9.06,45.5,412.23,2024-12-09,5
1816,38,17,26.77,48.03,1285.76,2024-04-27,2
1817,280,16,44.12,61.88,2730.15,2024-06-05,1
1818,414,54,11.88,37.94,450.73,2025-02-28,4
1819,49,44,16.2,49.52,802.22,2024-12-05,2
1820,865,11,44.23,49.72,2199.12,2024-05-07,5
1821,108,21,11.7,61.53,719.9,2024-07-28,5
1822,558,82,10.26,57.64,591.39,2025-01-07,4
1823,376,12,31.8,51.28,1630.7,2024-07-01,4
1824,861,93,45.03,46.82,2108.3,2024-10-05,5
1825,376,80,38.78,49.9,1935.12,2024-09-16,3
1826,279,28,30.67,49.96,1532.27,2025-01-24,3
1827,605,3,21.78,54.31,1182.87,2024-07-23,4
1828,881,17,49.14,59.67,2932.18,2024-05-23,4
1829,291,6,39.44,43.35,1709.72,2025-02-26,3
1830,923,9,22.47,47.17,1059.91,2024-10-07,3
1831,268,96,41.53,56.01,2326.1,2024-04-16,4
1832,230,50,13.5,37.24,502.74,2024-04-21,3
1833,413,89,9.66,57.17,552.26,2024-07-07,5
1834,331,49,33.52,45.17,1514.1,2024-09-25,5
1835,449,29,46.96,55.2,2592.19,2024-06-09,2
1836,23,41,37.97,62.23,2362.87,2024-10-01,5
1837,639,7,35.78,34.0,1216.52,2025-02-25,5
1838,401,36,4.33,54.67,236.72,2024-10-22,3
1839,343,36,4.88,46.84,228.58,2025-02-08,1
1840,886,46,47.11,55.87,2632.04,2024-08-31,1
1841,935,22,17.01,53.16,904.25,2024-10-15,3
1842,210,58,29.27,37.92,1109.92,2024-12-19,4
1843,310,31,8.62,61.47,529.87,2024-10-03,1
1844,146,47,22.24,47.34,1052.84,2025-03-01,2
1845,134,5,1.23,62.86,77.32,2025-01-15,3
1846,554,74,35.12,47.1,1654.15,2025-02-10,5
1847,695,100,46.47,59.7,2774.26,2024-04-18,1
1848,736,42,4.23,42.74,180.79,2024-04-29,2
1849,152,19,44.48,45.74,2034.52,2024-09-16,2
1850,129,56,34.0,59.11,2009.74,2024-08-06,1
1851,31,86,41.69,46.89,1954.84,2024-07-26,4
1852,677,52,4.5,42.97,193.36,2024-11-27,3
1853,392,69,32.81,46.43,1523.37,2025-01-18,2
1854,115,73,35.67,54.76,1953.29,2024-04-23,3
1855,635,44,6.37,62.72,399.53,2024-11-09,1
1856,765,31,23.24,62.36,1449.25,2024-07-03,1
1857,378,58,11.09,37.07,411.11,2024-06-10,4
1858,96,31,25.69,58.09,1492.33,2024-11-25,3
1859,231,84,40.95,46.36,1898.44,2025-02-28,4
1860,260,84,15.99,41.52,663.9,2024-05-17,4
1861,159,17,24.21,47.8,1157.24,2024-12-08,3
1862,418,43,42.66,47.47,2025.07,2024-09-21,5
1863,760,19,19.13,46.61,891.65,2024-08-10,1
1864,856,67,2.26,47.47,107.28,2024-08-20,4
1865,554,14,31.01,51.28,1590.19,2024-07-01,3
1866,289,65,23.28,50.65,1179.13,2025-01-18,1
1867,652,43,12.29,54.87,674.35,2025-03-15,2
1868,149,81,8.22,58.09,477.5,2024-11-25,5
1869,400,18,4.29,47.24,202.66,2025-01-27,1
1870,248,50,45.16,38.21,1725.56,2024-05-01,5
1871,283,17,49.24,59.9,2949.48,2024-06-18,4
1872,48,8,6.55,61.95,405.77,2024-07-09,3
1873,532,62,29.47,40.76,1201.2,2024-09-29,2
1874,541,44,48.87,59.87,2925.85,2025-03-15,3
1875,389,63,47.22,37.84,1786.8,2024-05-31,1
1876,412,53,17.37,46.21,802.67,2024-07-31,1
1877,162,100,1.2,58.36,70.03,2025-01-28,5
1878,460,50,29.65,47.24,1400.67,2025-01-27,4
1879,156,94,30.81,53.54,1649.57,2024-11-26,5
1880,412,57,30.18,54.67,1649.94,2025-02-02,1
1881,317,24,21.71,54.43,1181.68,2024-11-19,4
1882,745,66,35.57,34.19,1216.14,2024-05-18,4
1883,965,1,24.44,47.17,1152.83,2024-10-07,2
1884,970,61,7.65,57.74,441.71,2025-01-27,5
1885,256,7,19.97,35.28,704.54,2025-01-10,2
1886,544,80,22.16,51.56,1142.57,2024-06-01,5
1887,702,98,24.72,45.58,1126.74,2025-02-04,2
1888,778,27,47.52,48.67,2312.8,2024-11-17,3
1889,944,24,32.67,47.47,1550.84,2024-09-21,5
1890,717,43,32.92,42.92,1412.93,2024-10-05,2
1891,155,3,1.31,53.47,70.05,2024-12-24,2
1892,706,2,46.69,37.24,1738.74,2024-05-15,2
1893,57,28,9.33,48.06,448.4,2024-06-29,1
1894,641,93,15.02,59.88,899.4,2024-08-25,2
1895,732,69,33.39,57.56,1921.93,2024-09-19,1
1896,99,90,22.11,38.91,860.3,2024-08-07,2
1897,183,84,29.41,46.84,1377.56,2025-02-08,2
1898,131,1,19.77,43.46,859.2,2025-03-06,2
1899,809,86,28.25,53.03,1498.1,2024-05-02,2
1900,60,8,47.53,61.16,2906.93,2024-11-04,2
1901,105,58,17.68,38.42,679.27,2024-05-12,3
1902,262,7,44.74,46.97,2101.44,2024-12-01,1
1903,121,90,33.17,41.7,1383.19,2024-09-15,2
1904,159,34,31.6,45.39,1434.32,2024-04-07,5
1905,273,52,4.09,34.13,139.59,2024-12-09,1
1906,608,13,27.68,54.31,1503.3,2024-07-23,3
1907,922,70,1.18,49.52,58.43,2024-12-05,1
1908,998,77,47.95,59.14,2835.76,2025-02-05,4
1909,201,95,32.8,59.08,1937.82,2024-07-24,3
1910,56,19,47.69,55.84,2663.01,2025-02-13,2
1911,664,37,12.72,38.44,488.96,2024-04-01,3
1912,141,87,23.05,47.44,1093.49,2024-10-28,2
1913,993,1,49.59,36.0,1785.24,2024-08-16,1
1914,188,28,22.46,41.56,933.44,2025-02-25,3
1915,366,70,34.46,52.91,1823.28,2024-07-29,2
1916,192,31,38.45,52.45,2016.7,2025-01-26,5
1917,572,26,3.07,61.31,188.22,2024-05-25,5
1918,742,98,11.05,53.48,590.95,2025-01-13,1
1919,12,99,30.02,56.96,1709.94,2024-10-21,5
1920,667,4,4.11,47.71,196.09,2024-10-10,1
1921,899,11,13.41,58.61,785.96,2024-07-15,4
1922,788,12,28.23,46.03,1299.43,2024-08-27,3
1923,405,17,18.73,59.4,1112.56,2024-10-02,4
1924,78,26,9.6,53.1,509.76,2024-12-11,5
1925,341,84,18.67,49.61,926.22,2024-05-27,4
1926,950,90,6.52,46.73,304.68,2024-10-06,2
1927,882,77,49.23,58.09,2859.77,2024-11-25,1
1928,750,71,17.0,39.68,674.56,2024-07-29,1
1929,810,65,11.84,54.84,649.31,2024-11-22,1
1930,618,67,3.38,45.46,153.65,2024-06-12,1
1931,12,29,7.98,50.55,403.39,2024-12-19,5
1932,198,89,38.08,46.95,1787.86,2024-06-17,3
1933,29,77,49.3,58.75,2896.38,2025-03-20,1
1934,907,61,21.55,56.92,1226.63,2024-12-10,2
1935,424,13,13.92,47.59,662.45,2025-02-27,3
1936,741,63,22.08,38.14,842.13,2024-10-18,1
1937,513,24,48.27,55.92,2699.26,2024-11-11,1
1938,782,12,42.57,46.91,1996.96,2025-02-17,2
1939,864,55,29.0,40.81,1183.49,2024-06-04,2
1940,857,15,46.08,44.03,2028.9,2025-01-08,2
1941,562,23,25.31,46.16,1168.31,2024-05-22,2
1942,803,39,45.44,35.39,1608.12,2024-12-17,4
1943,926,74,32.87,53.53,1759.53,2025-02-12,5
1944,579,68,35.17,54.49,1916.41,2024-07-25,4
1945,711,27,21.77,49.52,1078.05,2024-12-05,5
1946,23,52,5.66,43.82,248.02,2025-01-20,2
1947,729,22,21.32,47.18,1005.88,2024-12-17,3
1948,720,32,13.66,41.75,570.3,2025-02-07,5
1949,941,78,39.7,47.8,1897.66,2024-12-08,1
1950,965,60,32.92,34.17,1124.88,2025-02-11,2
1951,552,78,45.69,59.8,2732.26,2024-08-19,4
1952,395,18,28.79,38.21,1100.07,2024-05-01,5
1953,622,81,40.89,59.67,2439.91,2024-05-23,3
1954,523,39,20.63,45.76,944.03,2024-11-11,4
1955,306,69,14.98,55.92,837.68,2024-11-11,5
1956,2,75,45.86,38.84,1781.2,2024-08-20,5
1957,282,16,45.18,51.71,2336.26,2024-06-16,1
1958,986,23,5.03,42.41,213.32,2025-03-03,1
1959,387,24,38.87,57.73,2243.97,2025-02-16,2
1960,740,65,24.52,45.59,1117.87,2024-05-18,2
1961,32,11,26.81,59.8,1603.24,2024-09-23,5
1962,562,36,41.41,45.93,1901.96,2025-01-22,5
1963,607,77,20.57,46.82,963.09,2024-12-29,4
1964,38,91,44.07,57.1,2516.4,2024-06-20,3
1965,865,15,1.46,34.65,50.59,2024-07-31,3
1966,252,63,31.77,38.21,1213.93,2025-01-21,5
1967,201,23,38.52,56.31,2169.06,2024-06-23,4
1968,494,20,38.47,47.71,1835.4,2024-10-10,1
1969,176,61,12.7,53.08,674.12,2024-11-24,2
1970,105,92,15.26,42.63,650.53,2025-03-07,3
1971,297,97,4.6,47.55,218.73,2024-08-07,2
1972,132,10,17.41,46.7,813.05,2024-09-13,4
1973,775,89,30.26,50.36,1523.89,2024-05-22,5
1974,879,44,9.96,52.64,524.29,2024-08-22,4
1975,786,84,37.0,56.45,2088.65,2024-04-26,4
1976,173,13,10.92,45.45,496.31,2025-03-19,4
1977,835,26,6.19,51.71,320.08,2024-06-16,4
1978,754,80,33.07,60.91,2014.29,2024-09-01,5
1979,218,61,2.58,45.94,118.53,2024-08-02,3
1980,1000,35,30.24,45.73,1382.88,2024-06-11,5
1981,636,92,23.55,36.17,851.8,2024-09-11,3
